"Time";"Thermal power (out)";"Electrical power (in)";"Electrical IT power"
"2019-10-02T10:12:10+02:00";null;null;61364
"2019-10-02T10:12:29+02:00";null;65704;null
"2019-10-02T10:12:33+02:00";59200.001;null;null
"2019-10-02T10:12:40+02:00";null;null;61549
"2019-10-02T10:12:59+02:00";null;64859;null
"2019-10-02T10:13:03+02:00";59500;null;null
"2019-10-02T10:13:10+02:00";null;null;61936
"2019-10-02T10:13:29+02:00";null;67300;null
"2019-10-02T10:13:33+02:00";59200.001;null;null
"2019-10-02T10:13:40+02:00";null;null;62305
"2019-10-02T10:13:59+02:00";null;64229;null
"2019-10-02T10:14:03+02:00";59500;null;null
"2019-10-02T10:14:10+02:00";null;null;61971
"2019-10-02T10:14:29+02:00";null;65697;null
"2019-10-02T10:14:33+02:00";59200.001;null;null
"2019-10-02T10:14:40+02:00";null;null;61493
"2019-10-02T10:14:59+02:00";null;64916;null
"2019-10-02T10:15:03+02:00";59500;null;null
"2019-10-02T10:15:10+02:00";null;null;61921
"2019-10-02T10:15:29+02:00";null;64212;null
"2019-10-02T10:15:33+02:00";58900.002;null;null
"2019-10-02T10:15:40+02:00";null;null;62159
"2019-10-02T10:15:59+02:00";null;65239;null
"2019-10-02T10:16:03+02:00";59200.001;null;null
"2019-10-02T10:16:10+02:00";null;null;61860
"2019-10-02T10:16:29+02:00";null;64275;null
"2019-10-02T10:16:33+02:00";59600.002;null;null
"2019-10-02T10:16:40+02:00";null;null;61703
"2019-10-02T10:16:59+02:00";null;66132;null
"2019-10-02T10:17:03+02:00";59700.001;null;null
"2019-10-02T10:17:10+02:00";null;null;61351
"2019-10-02T10:17:29+02:00";null;65730;null
"2019-10-02T10:17:33+02:00";59900.002;null;null
"2019-10-02T10:17:40+02:00";null;null;61515
"2019-10-02T10:17:59+02:00";null;64868;null
"2019-10-02T10:18:03+02:00";59400.002;null;null
"2019-10-02T10:18:10+02:00";null;null;61518
"2019-10-02T10:18:29+02:00";null;65011;null
"2019-10-02T10:18:33+02:00";59400.002;null;null
"2019-10-02T10:18:40+02:00";null;null;61407
"2019-10-02T10:18:59+02:00";null;65343;null
"2019-10-02T10:19:03+02:00";59500;null;null
"2019-10-02T10:19:10+02:00";null;null;61578
"2019-10-02T10:19:29+02:00";null;65791;null
"2019-10-02T10:19:33+02:00";59500;null;null
"2019-10-02T10:19:40+02:00";null;null;61760
"2019-10-02T10:19:59+02:00";null;64533;null
"2019-10-02T10:20:03+02:00";59799.999;null;null
"2019-10-02T10:20:10+02:00";null;null;61544
"2019-10-02T10:20:29+02:00";null;65739;null
"2019-10-02T10:20:33+02:00";59400.002;null;null
"2019-10-02T10:20:40+02:00";null;null;61366
"2019-10-02T10:20:59+02:00";null;64999;null
"2019-10-02T10:21:03+02:00";59400.002;null;null
"2019-10-02T10:21:10+02:00";null;null;61404
"2019-10-02T10:21:29+02:00";null;65775;null
"2019-10-02T10:21:33+02:00";59500;null;null
"2019-10-02T10:21:40+02:00";null;null;61622
"2019-10-02T10:21:59+02:00";null;66013;null
"2019-10-02T10:22:03+02:00";59500;null;null
"2019-10-02T10:22:10+02:00";null;null;61810
"2019-10-02T10:22:29+02:00";null;64716;null
"2019-10-02T10:22:33+02:00";59799.999;null;null
"2019-10-02T10:22:40+02:00";null;null;61401
"2019-10-02T10:22:59+02:00";null;65226;null
"2019-10-02T10:23:03+02:00";59700.001;null;null
"2019-10-02T10:23:10+02:00";null;null;61388
"2019-10-02T10:23:29+02:00";null;64072;null
"2019-10-02T10:23:33+02:00";59700.001;null;null
"2019-10-02T10:23:40+02:00";null;null;61980
"2019-10-02T10:23:59+02:00";null;64418;null
"2019-10-02T10:24:03+02:00";59900.002;null;null
"2019-10-02T10:24:10+02:00";null;null;62349
"2019-10-02T10:24:29+02:00";null;65014;null
"2019-10-02T10:24:33+02:00";59500;null;null
"2019-10-02T10:24:40+02:00";null;null;62591
"2019-10-02T10:24:59+02:00";null;64551;null
"2019-10-02T10:25:03+02:00";59500;null;null
"2019-10-02T10:25:10+02:00";null;null;62129
"2019-10-02T10:25:29+02:00";null;64583;null
"2019-10-02T10:25:33+02:00";59600.002;null;null
"2019-10-02T10:25:40+02:00";null;null;61623
"2019-10-02T10:25:59+02:00";null;64508;null
"2019-10-02T10:26:03+02:00";59000;null;null
"2019-10-02T10:26:10+02:00";null;null;60860
"2019-10-02T10:26:29+02:00";null;64155;null
"2019-10-02T10:26:33+02:00";58799.999;null;null
"2019-10-02T10:26:40+02:00";null;null;61040
"2019-10-02T10:26:59+02:00";null;64069;null
"2019-10-02T10:27:03+02:00";59500;null;null
"2019-10-02T10:27:10+02:00";null;null;61884
"2019-10-02T10:27:29+02:00";null;63763;null
"2019-10-02T10:27:33+02:00";58799.999;null;null
"2019-10-02T10:27:40+02:00";null;null;61696
"2019-10-02T10:27:59+02:00";null;64731;null
"2019-10-02T10:28:03+02:00";58900.002;null;null
"2019-10-02T10:28:10+02:00";null;null;61438
"2019-10-02T10:28:29+02:00";null;64231;null
"2019-10-02T10:28:33+02:00";60200.001;null;null
"2019-10-02T10:28:40+02:00";null;null;61388
"2019-10-02T10:28:59+02:00";null;63823;null
"2019-10-02T10:29:03+02:00";60200.001;null;null
"2019-10-02T10:29:10+02:00";null;null;61488
"2019-10-02T10:29:29+02:00";null;64588;null
"2019-10-02T10:29:33+02:00";60100.002;null;null
"2019-10-02T10:29:40+02:00";null;null;61824
"2019-10-02T10:29:59+02:00";null;65777;null
"2019-10-02T10:30:03+02:00";60100.002;null;null
"2019-10-02T10:30:10+02:00";null;null;61806
"2019-10-02T10:30:29+02:00";null;64200;null
"2019-10-02T10:30:33+02:00";60600.002;null;null
"2019-10-02T10:30:40+02:00";null;null;61562
"2019-10-02T10:30:59+02:00";null;63962;null
"2019-10-02T10:31:03+02:00";60100.002;null;null
"2019-10-02T10:31:10+02:00";null;null;61672
"2019-10-02T10:31:29+02:00";null;64800;null
"2019-10-02T10:31:33+02:00";60100.002;null;null
"2019-10-02T10:31:40+02:00";null;null;61510
"2019-10-02T10:31:59+02:00";null;66063;null
"2019-10-02T10:32:03+02:00";60200.001;null;null
"2019-10-02T10:32:10+02:00";null;null;61236
"2019-10-02T10:32:29+02:00";null;64354;null
"2019-10-02T10:32:33+02:00";60400.002;null;null
"2019-10-02T10:32:40+02:00";null;null;61873
"2019-10-02T10:32:59+02:00";null;64157;null
"2019-10-02T10:33:03+02:00";60600.002;null;null
"2019-10-02T10:33:10+02:00";null;null;62481
"2019-10-02T10:33:29+02:00";null;64158;null
"2019-10-02T10:33:33+02:00";60400.002;null;null
"2019-10-02T10:33:40+02:00";null;null;62852
"2019-10-02T10:33:59+02:00";null;64946;null
"2019-10-02T10:34:03+02:00";60600.002;null;null
"2019-10-02T10:34:10+02:00";null;null;62142
"2019-10-02T10:34:29+02:00";null;63015;null
"2019-10-02T10:34:33+02:00";60799.999;null;null
"2019-10-02T10:34:40+02:00";null;null;61456
"2019-10-02T10:34:59+02:00";null;64940;null
"2019-10-02T10:35:03+02:00";61100.002;null;null
"2019-10-02T10:35:10+02:00";null;null;62090
"2019-10-02T10:35:29+02:00";null;65490;null
"2019-10-02T10:35:33+02:00";61100.002;null;null
"2019-10-02T10:35:40+02:00";null;null;62351
"2019-10-02T10:35:59+02:00";null;64654;null
"2019-10-02T10:36:03+02:00";61100.002;null;null
"2019-10-02T10:36:10+02:00";null;null;61895
"2019-10-02T10:36:29+02:00";null;64673;null
"2019-10-02T10:36:33+02:00";60500;null;null
"2019-10-02T10:36:40+02:00";null;null;61448
"2019-10-02T10:36:59+02:00";null;65426;null
"2019-10-02T10:37:03+02:00";61100.002;null;null
"2019-10-02T10:37:10+02:00";null;null;61867
"2019-10-02T10:37:29+02:00";null;63610;null
"2019-10-02T10:37:33+02:00";60799.999;null;null
"2019-10-02T10:37:40+02:00";null;null;61783
"2019-10-02T10:37:59+02:00";null;64572;null
"2019-10-02T10:38:03+02:00";60900.002;null;null
"2019-10-02T10:38:10+02:00";null;null;60776
"2019-10-02T10:38:29+02:00";null;65621;null
"2019-10-02T10:38:33+02:00";60700.001;null;null
"2019-10-02T10:38:40+02:00";null;null;61069
"2019-10-02T10:38:59+02:00";null;64258;null
"2019-10-02T10:39:03+02:00";60900.002;null;null
"2019-10-02T10:39:10+02:00";null;null;61515
"2019-10-02T10:39:29+02:00";null;64818;null
"2019-10-02T10:39:33+02:00";60700.001;null;null
"2019-10-02T10:39:40+02:00";null;null;61645
"2019-10-02T10:39:59+02:00";null;64954;null
"2019-10-02T10:40:03+02:00";60799.999;null;null
"2019-10-02T10:40:10+02:00";null;null;61729
"2019-10-02T10:40:29+02:00";null;65108;null
"2019-10-02T10:40:33+02:00";60900.002;null;null
"2019-10-02T10:40:40+02:00";null;null;61715
"2019-10-02T10:40:59+02:00";null;65590;null
"2019-10-02T10:41:03+02:00";61100.002;null;null
"2019-10-02T10:41:10+02:00";null;null;61322
"2019-10-02T10:41:29+02:00";null;65553;null
"2019-10-02T10:41:33+02:00";60799.999;null;null
"2019-10-02T10:41:40+02:00";null;null;61179
"2019-10-02T10:41:59+02:00";null;64553;null
"2019-10-02T10:42:03+02:00";61200.001;null;null
"2019-10-02T10:42:10+02:00";null;null;61612
"2019-10-02T10:42:29+02:00";null;64424;null
"2019-10-02T10:42:33+02:00";60900.002;null;null
"2019-10-02T10:42:40+02:00";null;null;61868
"2019-10-02T10:42:59+02:00";null;64438;null
"2019-10-02T10:43:03+02:00";61500;null;null
"2019-10-02T10:43:10+02:00";null;null;62048
"2019-10-02T10:43:29+02:00";null;64531;null
"2019-10-02T10:43:33+02:00";61000;null;null
"2019-10-02T10:43:40+02:00";null;null;62101
"2019-10-02T10:43:59+02:00";null;64992;null
"2019-10-02T10:44:03+02:00";61000;null;null
"2019-10-02T10:44:10+02:00";null;null;61165
"2019-10-02T10:44:29+02:00";null;64861;null
"2019-10-02T10:44:33+02:00";61100.002;null;null
"2019-10-02T10:44:40+02:00";null;null;60984
"2019-10-02T10:44:59+02:00";null;64821;null
"2019-10-02T10:45:03+02:00";61000;null;null
"2019-10-02T10:45:10+02:00";null;null;62129
"2019-10-02T10:45:29+02:00";null;64618;null
"2019-10-02T10:45:33+02:00";61000;null;null
"2019-10-02T10:45:40+02:00";null;null;65205
"2019-10-02T10:45:59+02:00";null;73723;null
"2019-10-02T10:46:03+02:00";61400.002;null;null
"2019-10-02T10:46:10+02:00";null;null;74561
"2019-10-02T10:46:29+02:00";null;81562;null
"2019-10-02T10:46:33+02:00";61400.002;null;null
"2019-10-02T10:46:40+02:00";null;null;77132
"2019-10-02T10:46:59+02:00";null;81954;null
"2019-10-02T10:47:03+02:00";61500;null;null
"2019-10-02T10:47:10+02:00";null;null;78572
"2019-10-02T10:47:29+02:00";null;82906;null
"2019-10-02T10:47:33+02:00";61799.999;null;null
"2019-10-02T10:47:40+02:00";null;null;78924
"2019-10-02T10:47:59+02:00";null;83387;null
"2019-10-02T10:48:03+02:00";62000;null;null
"2019-10-02T10:48:10+02:00";null;null;78941
"2019-10-02T10:48:29+02:00";null;82519;null
"2019-10-02T10:48:33+02:00";63000;null;null
"2019-10-02T10:48:40+02:00";null;null;79389
"2019-10-02T10:48:59+02:00";null;81462;null
"2019-10-02T10:49:03+02:00";63299.999;null;null
"2019-10-02T10:49:10+02:00";null;null;80444
"2019-10-02T10:49:29+02:00";null;80752;null
"2019-10-02T10:49:33+02:00";66200.005;null;null
"2019-10-02T10:49:40+02:00";null;null;79952
"2019-10-02T10:49:59+02:00";null;83475;null
"2019-10-02T10:50:03+02:00";66900.002;null;null
"2019-10-02T10:50:10+02:00";null;null;78808
"2019-10-02T10:50:29+02:00";null;82283;null
"2019-10-02T10:50:33+02:00";67300.003;null;null
"2019-10-02T10:50:40+02:00";null;null;79203
"2019-10-02T10:50:59+02:00";null;82580;null
"2019-10-02T10:51:03+02:00";67800.003;null;null
"2019-10-02T10:51:10+02:00";null;null;79709
"2019-10-02T10:51:29+02:00";null;82171;null
"2019-10-02T10:51:33+02:00";68800.003;null;null
"2019-10-02T10:51:40+02:00";null;null;79406
"2019-10-02T10:51:59+02:00";null;82931;null
"2019-10-02T10:52:03+02:00";69900.002;null;null
"2019-10-02T10:52:10+02:00";null;null;80176
"2019-10-02T10:52:29+02:00";null;82643;null
"2019-10-02T10:52:33+02:00";70400.002;null;null
"2019-10-02T10:52:40+02:00";null;null;80470
"2019-10-02T10:52:59+02:00";null;82902;null
"2019-10-02T10:53:03+02:00";70500;null;null
"2019-10-02T10:53:10+02:00";null;null;80690
"2019-10-02T10:53:29+02:00";null;81822;null
"2019-10-02T10:53:33+02:00";70900.002;null;null
"2019-10-02T10:53:40+02:00";null;null;80676
"2019-10-02T10:53:59+02:00";null;82513;null
"2019-10-02T10:54:03+02:00";71099.998;null;null
"2019-10-02T10:54:10+02:00";null;null;79545
"2019-10-02T10:54:29+02:00";null;82834;null
"2019-10-02T10:54:33+02:00";71099.998;null;null
"2019-10-02T10:54:40+02:00";null;null;78895
"2019-10-02T10:54:59+02:00";null;83008;null
"2019-10-02T10:55:03+02:00";71099.998;null;null
"2019-10-02T10:55:10+02:00";null;null;78947
"2019-10-02T10:55:29+02:00";null;82109;null
"2019-10-02T10:55:33+02:00";71200.005;null;null
"2019-10-02T10:55:40+02:00";null;null;79324
"2019-10-02T10:55:59+02:00";null;82393;null
"2019-10-02T10:56:03+02:00";71800.003;null;null
"2019-10-02T10:56:10+02:00";null;null;78650
"2019-10-02T10:56:29+02:00";null;82357;null
"2019-10-02T10:56:33+02:00";72000;null;null
"2019-10-02T10:56:40+02:00";null;null;78347
"2019-10-02T10:56:59+02:00";null;82922;null
"2019-10-02T10:57:03+02:00";72000;null;null
"2019-10-02T10:57:10+02:00";null;null;79032
"2019-10-02T10:57:29+02:00";null;82852;null
"2019-10-02T10:57:33+02:00";72700.005;null;null
"2019-10-02T10:57:40+02:00";null;null;79999
"2019-10-02T10:57:59+02:00";null;81461;null
"2019-10-02T10:58:03+02:00";73099.998;null;null
"2019-10-02T10:58:10+02:00";null;null;80177
"2019-10-02T10:58:29+02:00";null;82818;null
"2019-10-02T10:58:33+02:00";74099.998;null;null
"2019-10-02T10:58:40+02:00";null;null;80239
"2019-10-02T10:58:59+02:00";null;82943;null
"2019-10-02T10:59:03+02:00";74500;null;null
"2019-10-02T10:59:10+02:00";null;null;79357
"2019-10-02T10:59:29+02:00";null;81805;null
"2019-10-02T10:59:33+02:00";75300.003;null;null
"2019-10-02T10:59:40+02:00";null;null;78875
"2019-10-02T10:59:59+02:00";null;82247;null
"2019-10-02T11:00:03+02:00";75200.005;null;null
"2019-10-02T11:00:10+02:00";null;null;79736
"2019-10-02T11:00:29+02:00";null;82012;null
"2019-10-02T11:00:33+02:00";75400.002;null;null
"2019-10-02T11:00:40+02:00";null;null;79349
"2019-10-02T11:00:59+02:00";null;82065;null
"2019-10-02T11:01:03+02:00";75700.005;null;null
"2019-10-02T11:01:10+02:00";null;null;80089
"2019-10-02T11:01:29+02:00";null;83347;null
"2019-10-02T11:01:33+02:00";76000;null;null
"2019-10-02T11:01:40+02:00";null;null;80444
"2019-10-02T11:01:59+02:00";null;82718;null
"2019-10-02T11:02:03+02:00";76000;null;null
"2019-10-02T11:02:10+02:00";null;null;79772
"2019-10-02T11:02:29+02:00";null;83548;null
"2019-10-02T11:02:33+02:00";76000;null;null
"2019-10-02T11:02:40+02:00";null;null;80159
"2019-10-02T11:02:59+02:00";null;83226;null
"2019-10-02T11:03:03+02:00";76599.998;null;null
"2019-10-02T11:03:10+02:00";null;null;79736
"2019-10-02T11:03:29+02:00";null;82426;null
"2019-10-02T11:03:33+02:00";75800.003;null;null
"2019-10-02T11:03:40+02:00";null;null;78969
"2019-10-02T11:03:59+02:00";null;83321;null
"2019-10-02T11:04:03+02:00";75800.003;null;null
"2019-10-02T11:04:10+02:00";null;null;79002
"2019-10-02T11:04:29+02:00";null;82581;null
"2019-10-02T11:04:33+02:00";75800.003;null;null
"2019-10-02T11:04:40+02:00";null;null;79720
"2019-10-02T11:04:59+02:00";null;81573;null
"2019-10-02T11:05:03+02:00";76000;null;null
"2019-10-02T11:05:10+02:00";null;null;80510
"2019-10-02T11:05:29+02:00";null;82745;null
"2019-10-02T11:05:33+02:00";76599.998;null;null
"2019-10-02T11:05:40+02:00";null;null;79573
"2019-10-02T11:05:59+02:00";null;82183;null
"2019-10-02T11:06:03+02:00";76500;null;null
"2019-10-02T11:06:10+02:00";null;null;79278
"2019-10-02T11:06:29+02:00";null;83978;null
"2019-10-02T11:06:33+02:00";76800.003;null;null
"2019-10-02T11:06:40+02:00";null;null;79852
"2019-10-02T11:06:59+02:00";null;83037;null
"2019-10-02T11:07:03+02:00";76800.003;null;null
"2019-10-02T11:07:10+02:00";null;null;79804
"2019-10-02T11:07:29+02:00";null;82654;null
"2019-10-02T11:07:33+02:00";76500;null;null
"2019-10-02T11:07:40+02:00";null;null;80070
"2019-10-02T11:07:59+02:00";null;83216;null
"2019-10-02T11:08:03+02:00";76800.003;null;null
"2019-10-02T11:08:10+02:00";null;null;80006
"2019-10-02T11:08:29+02:00";null;82004;null
"2019-10-02T11:08:33+02:00";77099.998;null;null
"2019-10-02T11:08:40+02:00";null;null;79613
"2019-10-02T11:08:59+02:00";null;82071;null
"2019-10-02T11:09:03+02:00";76500;null;null
"2019-10-02T11:09:10+02:00";null;null;79874
"2019-10-02T11:09:29+02:00";null;82787;null
"2019-10-02T11:09:33+02:00";77099.998;null;null
"2019-10-02T11:09:40+02:00";null;null;80467
"2019-10-02T11:09:59+02:00";null;82899;null
"2019-10-02T11:10:03+02:00";77099.998;null;null
"2019-10-02T11:10:10+02:00";null;null;79930
"2019-10-02T11:10:29+02:00";null;82557;null
"2019-10-02T11:10:33+02:00";76800.003;null;null
"2019-10-02T11:10:40+02:00";null;null;79375
"2019-10-02T11:10:59+02:00";null;81094;null
"2019-10-02T11:11:03+02:00";76800.003;null;null
"2019-10-02T11:11:10+02:00";null;null;78768
"2019-10-02T11:11:29+02:00";null;82508;null
"2019-10-02T11:11:33+02:00";76800.003;null;null
"2019-10-02T11:11:40+02:00";null;null;78379
"2019-10-02T11:11:59+02:00";null;83828;null
"2019-10-02T11:12:03+02:00";77099.998;null;null
"2019-10-02T11:12:10+02:00";null;null;79018
"2019-10-02T11:12:29+02:00";null;82678;null
"2019-10-02T11:12:33+02:00";77400.002;null;null
"2019-10-02T11:12:40+02:00";null;null;79604
"2019-10-02T11:12:59+02:00";null;82941;null
"2019-10-02T11:13:03+02:00";78300.003;null;null
"2019-10-02T11:13:10+02:00";null;null;78247
"2019-10-02T11:13:29+02:00";null;85524;null
"2019-10-02T11:13:33+02:00";78500;null;null
"2019-10-02T11:13:40+02:00";null;null;78166
"2019-10-02T11:13:59+02:00";null;83492;null
"2019-10-02T11:14:03+02:00";78700.005;null;null
"2019-10-02T11:14:10+02:00";null;null;78800
"2019-10-02T11:14:29+02:00";null;82638;null
"2019-10-02T11:14:33+02:00";78700.005;null;null
"2019-10-02T11:14:40+02:00";null;null;78755
"2019-10-02T11:14:59+02:00";null;83344;null
"2019-10-02T11:15:03+02:00";78599.998;null;null
"2019-10-02T11:15:10+02:00";null;null;79407
"2019-10-02T11:15:29+02:00";null;82051;null
"2019-10-02T11:15:33+02:00";78599.998;null;null
"2019-10-02T11:15:40+02:00";null;null;78959
"2019-10-02T11:15:59+02:00";null;82200;null
"2019-10-02T11:16:03+02:00";78099.998;null;null
"2019-10-02T11:16:10+02:00";null;null;78782
"2019-10-02T11:16:29+02:00";null;82474;null
"2019-10-02T11:16:33+02:00";78300.003;null;null
"2019-10-02T11:16:40+02:00";null;null;79192
"2019-10-02T11:16:59+02:00";null;83604;null
"2019-10-02T11:17:03+02:00";78000;null;null
"2019-10-02T11:17:10+02:00";null;null;79842
"2019-10-02T11:17:29+02:00";null;83198;null
"2019-10-02T11:17:33+02:00";77900.002;null;null
"2019-10-02T11:17:40+02:00";null;null;79639
"2019-10-02T11:17:59+02:00";null;81470;null
"2019-10-02T11:18:03+02:00";77900.002;null;null
"2019-10-02T11:18:10+02:00";null;null;79433
"2019-10-02T11:18:29+02:00";null;83032;null
"2019-10-02T11:18:33+02:00";77599.998;null;null
"2019-10-02T11:18:40+02:00";null;null;79306
"2019-10-02T11:18:59+02:00";null;82494;null
"2019-10-02T11:19:03+02:00";77200.005;null;null
"2019-10-02T11:19:10+02:00";null;null;79683
"2019-10-02T11:19:29+02:00";null;82747;null
"2019-10-02T11:19:33+02:00";77700.005;null;null
"2019-10-02T11:19:40+02:00";null;null;80051
"2019-10-02T11:19:59+02:00";null;82725;null
"2019-10-02T11:20:03+02:00";78000;null;null
"2019-10-02T11:20:10+02:00";null;null;79382
"2019-10-02T11:20:29+02:00";null;82754;null
"2019-10-02T11:20:33+02:00";77900.002;null;null
"2019-10-02T11:20:40+02:00";null;null;79156
"2019-10-02T11:20:59+02:00";null;83599;null
"2019-10-02T11:21:03+02:00";77900.002;null;null
"2019-10-02T11:21:10+02:00";null;null;78845
"2019-10-02T11:21:29+02:00";null;82898;null
"2019-10-02T11:21:33+02:00";77700.005;null;null
"2019-10-02T11:21:40+02:00";null;null;78690
"2019-10-02T11:21:59+02:00";null;83206;null
"2019-10-02T11:22:03+02:00";78200.005;null;null
"2019-10-02T11:22:10+02:00";null;null;79542
"2019-10-02T11:22:29+02:00";null;81438;null
"2019-10-02T11:22:33+02:00";78200.005;null;null
"2019-10-02T11:22:40+02:00";null;null;79839
"2019-10-02T11:22:59+02:00";null;82371;null
"2019-10-02T11:23:03+02:00";78200.005;null;null
"2019-10-02T11:23:10+02:00";null;null;80100
"2019-10-02T11:23:29+02:00";null;82875;null
"2019-10-02T11:23:33+02:00";78400.002;null;null
"2019-10-02T11:23:40+02:00";null;null;80407
"2019-10-02T11:23:59+02:00";null;82593;null
"2019-10-02T11:24:03+02:00";78200.005;null;null
"2019-10-02T11:24:10+02:00";null;null;79619
"2019-10-02T11:24:29+02:00";null;83306;null
